sha256,year,behaviors_7_str,family
e32a8456e88131954e2533f548169ecdb3b750afd2a7d674264c0795a2cb2f12,2013,Adware,dowgin
49f37d9d527c2721c07232aacb36cd7d58c238e87eea611589e511d75fb4d928,2013,Adware,dowgin
1a6f327056f88aafb11b33cd9a44913b9f53a067a875e109968ce596a85854f5,2013,Adware|Fraud|Riskware/PUP,smsreg
239689e732f952f991af4f51a29a8b973501cb6fc58d855bdb0861985dec4e41,2013,Adware|Riskware/PUP|Trojan,gappusin
0a7c7a38e08371c59974d52b8cf1b2213a3f71e17d1ae94650b7a84d60de26f8,2013,Adware,adwo
23c0683316cf25889b6515dd92e59a96bee29780ad2e8f360eac18ae1c690ccb,2013,Adware,dowgin
10ae293804f481d885dd0c49da94a8daee4fe24f29239e88f5a3fae3bc1c1ade,2013,Adware,dowgin
360d2f6e9b707f3a5eefc28d2905ca605a3f7c6ce550722e7b79e7de9745cdb9,2013,Adware|Trojan,youmi
1665b3094f97a39b8963d2b44ca044d017a1b4dc02097f999304b8377f97b089,2013,Adware|Trojan,adwo
fd30954eb5e994d4b241e15a5a19b314f46b72b8d437f34492a7f74a0655dffd,2013,Adware|Trojan,kuguo
d806c06fc51c91cb3160baae26021fc4470b673c90085bf00f8c807a059157f0,2013,Adware,dowgin
2b2f56d4a791201e44bbcdf31e30a58e5aef5e617c4bbe84f7495818b5f551ec,2013,Adware,kuguo
21b477480c4eaf90e9fc9e66b92fb47251a3d23dfbba80f87bc8f2735a485911,2013,Adware,kuguo
3f256f8d7bfc086419402189e17ee67bd3a114f4013051fdcd32fc3e1a1231cd,2013,Adware|Trojan,gappusin
ff40dec7c8d8bbaced985d80cfcfe150f1e9d90008260e5210143bea5b4715c0,2013,Adware|Trojan,plankton
42ef49ae0f8defb0c92b7ddfee89aa0d888a3cfa16bb335f4133c0dd507b1a59,2013,Adware,kuguo
136fce698ff472968db1f0ea5c3e0a850f2d21091f1c5f7c90a3f3cec3a75f6c,2013,Trojan,smsreg
10b45de4e950599a1e015a90f3c1f26228fd56cf47badd8277a049af9a5b0a05,2013,Adware,dowgin
4510f8d8def3b24661033c81036cfb02bc58a3f95a0606897291a98edb7a12e9,2013,Adware,adwo
ef05b4e2c24933470ab53805e1919cf6a3187cf30cd498e1633244e3fe1021b7,2013,Adware|Trojan,plankton
0a95e18e6f74cef4060de076804655fe8dbcc75c7a6e3b8cfa604a83a4856834,2013,Adware,adwo
48904d0854ef2a8288d04de183cd4ac1e642e4dbd59fd8268fe5c79c6d02e71e,2013,Adware,gappusin
1e707689714359f96cae718d5da9602816c47cfd5ed8eff4e9fcc6abe9afbd5e,2013,Adware,kuguo
4172207a86a54346daa6db7f55f226ccd32cc179a4097ffec74139a165f1470b,2013,Adware,airpush
185604e280ee01186396928d7139cf9ababf501d6d261983721f44791f4017f8,2013,Adware,kuguo
0e26b7a1aacedceb067a3b8c59aa7b02469cfc1719674aab3133ac28dd4768c7,2013,Adware,plankton
021d36127f5654478e40ec1209eedd61cf2d608b31538a036543b04f7a3671a8,2013,Adware,dowgin
0432e9ce41b52c8fe321bcede39982a510d57ca5023833758f31d8fa477a2c9f,2013,Adware,dowgin
49e4a31e269f6394d00c3abfe70c772f280bf2fb8d518bb28096f63cf19b31dd,2013,Adware|Trojan,kuguo
2ca1433e800a135e3ddb8e3d242ac741160b3f64e515f3e8500a194d83d9a386,2013,Adware,kuguo
b7c2636dcb7a9dfd67d74aef833a256fff8e918224bc5d2eaad627ca4aed2b6b,2013,Adware|Trojan,dowgin
ea071622219614daf205ddedcb5cdadfa2a10d5d851a159e808964f1f3d90db0,2013,Adware,adwo
0bbdd2e22315ca0ded9e25ca8596c60c10d320d1284680c8ca6a63509c49da6c,2013,Adware|Trojan,kuguo
e553268e35ed8dc6ac2f604b7fcd24fc08151ea6c2249a212aca77793f169eab,2013,Adware|Trojan,dowgin
eed7a910b9501fe465cc117542357626b9ff92581bfde7afa1ff266e0820dded,2013,Adware|Trojan,kuguo
10208a5577f1753e68c0b97893174c99535896f631c3ca477064a40ae4d7ef75,2013,Adware|Trojan,adwo
5798f6eca6c01073ae4987e3b4866b67d23a87055c25ba066fe8b62380327dd3,2013,Adware|Trojan,plankton
4b03d9312838eab9acb113fc1f0e84973fda4174be87406c6af5a9a5de15e869,2013,Adware,adwo
4549ae5a71146035816168216d22afb81d975b4e6fd01ea13e825987633d24e9,2013,Adware|Trojan,dowgin
fa5134b194aa471d7842e0f80d5cecd06fbfc4222b5b9265749411084132d4b3,2013,Adware|Trojan,airpush
ff71bab8b7f6d9e555daeda11f2a60fc9218697f6bb06a3dfba6dfc4938bf801,2013,Adware,dowgin
0130d94a6596984b29ff643a8e34f269b11a55eab510d156ce353f6f3f4759bc,2013,Adware|Trojan,airpush
4d1c43ad300da115d9795d0ba9cafebf5f54f8aa75641fc1cd61c281d7706bdd,2013,Adware,adwo
20ce1b538fbf14ff0d639192291a78c908fcb76e265a0efd83e865b4da4c714f,2013,Adware|Trojan,kuguo
e3c6ce60c81d29e55deadbd96d9cda99cfd7d554b626bbd27f9e184df6bb6223,2013,Adware|Trojan,adwo
f1bf9ff00835eb7679dbc3cf910b04a1291510999f0357c17bcfd6592804643b,2013,Adware,dowgin
473b298def6014edd141c25b0c485e1ac4811f76e6dee7b804198838cb8355b9,2013,Trojan,dowgin
065c742c0a13a5e9628c09e6bf451be4be96e8e5653d0642982457a679f26bb0,2013,Adware|Trojan,kuguo
f20e52e99c071deff18a3d466980662b51f067fa6ed3206992db208078713fbe,2013,Adware,gappusin
2c5766473a87f922110f4fd9aa931bea3a76787a4a7a182bd6f61c04f16d5c39,2013,Adware,kuguo
16d3ad94bd3ab83db83cc9fd6894344ff530d9739860ee047edaa0efb41bdf66,2013,Adware|Trojan,kuguo
2e7b92c88f99d6a0c0cf972911208417a19d2ae5eb3e18958cd5417ea79d7229,2013,Adware|Trojan,airpush
ebdb26fd4dea839244e3124d11d459629cd75b7a660bb527622eebed03144e98,2013,Adware,dowgin
104bf0ce7c12b765fe1d313fc29491738db4b3a45b2e5dfb3589064b5a035971,2013,Adware,gappusin
12e98084179d200cfebfa358a0d91d9dc1c5d4d812da7696229b32c0abdd5366,2013,Adware,leadbolt
18123cc43e40666550da2b9a5b1f6b9197d44ef08346c9c3f76c77115f0a7ce9,2013,Adware,gappusin
11ab9884bd552d7aebbf380c25da9adeed582497688613de082e7ec6266b80ab,2013,Adware|Trojan,plankton
38230f2a6272fa0ded5745fe013acb7c3ec68b61ed1932a910dab0890a332814,2013,Adware,dowgin
16c4ce75af227f9973d1cc1afb8c63ac3bf063ca8a1343e059c38d23c147ee2e,2013,Adware|Trojan,gappusin
4381ce8a79815627946d703bbcc762aa7b0c6efd99dbee4e61f4a232148667a5,2013,Adware,youmi
16feabf4b0a731c41f3d200b949bca9289f5e99406c1e4b40e047a6fc22ad6e5,2013,Adware|Trojan,kuguo
ef30e4fd82637c977dcbf3bd236a470f06bb235d4e73793229eb13871c7084ab,2013,Adware,dowgin
eca36b1af300d746e9fc1985f1d971366ed728a54159cd7c47b14eec74002170,2013,Adware|Trojan,adwo
214e15c5cbea8030874384456c2e0c381b93c649f38681639b58d817a60d81b0,2013,Adware,adwo
3dc5a6b289051e0b2277bfb542de743cce6c6031783d9423eb28db8263ec12f9,2013,Adware|Trojan,adwo
fbdb0696b949766a8d73ddbbb3db8ed9bb48b5b03c6213d6aa71009f3c78949a,2013,Adware|Trojan,dowgin
424e9870c2128bcb0f9340eab042797415f44d54c30181ea59b8b8e84a31d24a,2013,Adware|Backdoor/RAT|Trojan,adwo
fbf05904cb1de4d2af5037b20ced1ba5351c2c7d3f952d3a6b13949984d53ef4,2013,Adware,dowgin
2709e76888ad1475ebfd890b279275a32f3e6b9081aa323356d58e397e69413d,2013,Adware|Riskware/PUP|Trojan,kuguo
1da72667341c055e349c13349357e9f0afafb82a3a2cba6d72deb4a1e81691a7,2013,Adware,airpush
f0bfd26f97cacbc40b54166ce62fd53bc40c1f5baa375d5677f84ecae072c417,2013,Adware,gappusin
13cc0d296d7e97c04c789c422d00abc005fb1927276729a5e1e098b429032313,2013,Adware,dowgin
f58163cff37d9205cc5d6fa178645c52b4fc340b9ab5ab4e6f73da2122774b61,2013,Adware,dowgin
3706a8be28f0988241cc06c865700ff9346517080105992fd19f798ab1d76bc3,2013,Adware,airpush
34ebfa72c78e22486b406818ffa88b5f61b9d70f17a680badfac2e1ba4d1e7e4,2013,Adware,dowgin
126ed8901ebc131ed34458cafeaa131feca96e9c2b14c2b4ba4b2fc1439170e9,2013,Trojan,dowgin
48631894a725504a5edc06e6b84fffd10be54be857eafc8180b686b35caa38fa,2013,Adware|Trojan,plankton
4ad4494fbd8b93ab0226c61fc4da2153ba6820084e65eecd7d595fbf0c51c51b,2013,Adware,airpush
e1eb53f5ea8c3657f5da5f20a799bbc075b19d80a9eacb10f67dc8cf32dcc156,2013,Adware,dowgin
1c41e27ad5ab5c22f73ac042a79aedd68182aa0c0b1cd4cb7ccc45b28fffd940,2013,Adware|Trojan,airpush
0b8f12428ab0bf7161959eadaac1fd160a59777afe43c5adb3f685539d3fb540,2013,Adware|Trojan,adwo
478afeada234a8c9cb26828bb32c7669eed7c3a3d5d4a5617e25e33b777a0a52,2013,Adware,smsreg
39b123dbf005d749f67c5788514f16e3acd237ce201a656b37b935360ee03e3f,2013,Adware,dowgin
fc97d051721f8e6d1db30a12cfdc02e371927fd43b5cac355b0d8351e6f9d5f4,2013,Adware|Trojan,kuguo
f2135f1c5b35ee0d153632e0f1e9d52bac1160d0220fd914179635ff22bd5c6a,2013,Adware|Riskware/PUP|Trojan,kuguo
297c63d9c014bb8db45f9ed584596e17d6fcf51f8ac0662fc7c9c13a6dbf4707,2013,Adware|Trojan,plankton
276cee2c61af19cf46187f6bb617a3f72e79860f2f2d8d9a865b1ca2a06c425d,2013,Adware|Trojan,dowgin
10ff4b0c207d67ba188d4998eeff219261ffc5c71673bb7caa323d375362dae2,2013,Adware|Trojan,kuguo
42d4307f42eba04138ed380c97d5e6ad71283dbbf24eaa19904070940b3b796e,2013,Adware|Trojan,kuguo
00440174c0afbf442e64aac8645a9ef28a9409796c59a2522c15c730163dba13,2013,Adware,gappusin
f4f59470392ae4c13875d84713a621a4aa1df598c8f1cb587673a3b32b726591,2013,Adware|Trojan,gappusin
38e0dc293ff16854d6ff6aba7b648c799ae9619fb48d1183c1bf345c93603a9a,2013,Adware,kuguo
01f2ccde2e5b90037eb56a4a56ff2a5ea265d3fc2401112116ca91699e3ec8a4,2013,Adware|Trojan,airpush
eca64236c26fa5fd473e52a6c732fb1748eb53a97b7eaeb993e9137000327ede,2013,Adware,leadbolt
2c55edcf3cfe0a7fca8cfb4f6045f1277fd27806264af3c75d058451aab5c596,2013,Adware|Trojan,gappusin
f10d91f4a3555f13a9bb9be644604ddffcafc988a1bc5c465f6ff7c0b37d220f,2013,Adware,airpush
06866903794faa27f0c144e88d3b318ae346c58519085c5594ca394780735781,2013,Adware|Trojan,plankton
037741eb870abdae61729f2f4c6cbcd2daefa56137ce511c90e066e822a897e4,2013,Trojan,youmi
447a727fa886066ed3d0479e18365cff0cbbcb7cef4fdd799578912b37affe19,2013,Adware,dowgin
f0c0883d1a80ae1ea59baa1c2c89b546a589f5f0b9dfd6a8c5bb3308afbc7b0b,2013,Adware|Trojan,adwo
4b423eed7d1fe6d2d9b61f66656e92e3a31032b24a33247dbac4ece980c6a758,2013,Adware|Trojan,airpush
3fddbe8782a8f6b24367577f6178bd5596d708340907a37925089cfbff7c9679,2013,Adware|Trojan,adwo
f5362dd62098d366af38cfc0f1b8968a71df8761036d68cbfe9108885d185c08,2013,Adware|Trojan,airpush
3321e69826901af59ce4c9ecc39998661e52e7609a626843199143655023a4bb,2013,Adware,gappusin
2b32c1abcf14fed06e7008e2403d7854b356dee275fc0e112fc7550f616d5d61,2013,Adware,leadbolt
267a2344d8850fbc20d4a97fa42741893cd234a503c32928ba80a6757a4ef17e,2013,Adware,adwo
f25d17dd9a344578b1b31bd58497a426d91ec97cef0f478eb8612787f3aa5bd6,2013,Adware|Trojan,dowgin
0d4f41e38623accde916bffc659199a5cbad3e6a5c54f659f20ac3a094582087,2013,Adware|Trojan,dowgin
091cebbdd3d1567a006d17537251e02133efdce31ea90bb572e41f1bfa74c2f8,2013,Adware,airpush
1d950ba43587229c93a5dd2169a61c5b0e0f7ac26be6211c6fca991abe562ecf,2013,Adware,dowgin
3b5ac4de27e192cb603cff109bc042a0c2cc9286482999b4d07c62c6a86b2cd7,2013,Adware|Riskware/PUP|Trojan,kuguo
ec8dc3efda3f55b527e693cedd069e51307f0aa46a284116f2f62219e8435f18,2013,Adware|Trojan,airpush
fdd719dbe6e6ccd447d348a5ffba327008f905bf1b5ab82cc680651c3aab5c32,2013,Adware,dowgin
e6b7511d6fe541c8b61f41fa8b8874d8b165e6d811147d1d781e32c365d65eb1,2013,Adware|Trojan,gappusin
4288b7d7ce81b7eb20191a69934ba08118297c5be576a40dff7d4ba00eadff11,2013,Adware,dowgin
1e464f0c1a757dbfe35e0629e11cb720acc5f2dabf4f6eaf44c5efb9694e783c,2013,Adware,airpush
1440d11a69432792064143996936395a2d6dfe3a500c255e310c679cf0f9f2b4,2013,Adware|Riskware/PUP|Trojan,kuguo
09404e0429f6e5e582fc27a8b82900b47e9133e97e10b898bb34d1cbb4bbbbe6,2013,Adware|Trojan,kuguo
3c81ac1855b9680918e051efacc53766a14b84e04a95d24d97ef72c9e60942d4,2013,Adware,kuguo
fd8805b6bf78219c57a7d7d49cfe1aa3909fddf3ddebd69f25686ac96264f6da,2013,Adware,dowgin
1e084f827be7c466bdd8b5521b6918ce357dea7d964379279638ab2366c9a939,2013,Adware,adwo
4df3694223a81765330f21220f5d93b9818cd56b30b551d8460645163691b3f6,2013,Trojan,smsreg
1885b878ffc4fee6c81c0eea6bce641927c0d9e71e8440d1d0c5912fd21704c6,2013,Adware,kuguo
3fdb72cdeb8730290caf4fa5930406fc6b8a2920f1100bd8d4ab9d3f86d9c41d,2013,Adware|Trojan,kuguo
eeddccbab82f95c5e11bc4db1d94c5100021e1f971f04e76139f3e606e767f49,2013,Adware,dowgin
186d705452e62b99d39b9d53bb3496bfd5621e236349139c1fa80c2931500917,2013,Adware,youmi
0016a78bf0281d008a8280130137bb56fc9fec998e861a6a3c6a0409202bbe52,2013,Trojan,smsreg
3a8da3dbfda2cca118c9ffcf1bb0c128121157f87d5dad604ba01024050141ff,2013,Adware,kuguo
4ad2cd77df891819f0a39212a9582dfd629f4943e4cc97bbd5105b1a7cfbd7f5,2013,Adware,adwo
f5085969b165ea851aa42b6034fc7d34b79d5ca9a3ff4165d91564e47bd15d30,2013,Adware|Trojan,adwo
54f07dc1fc451c36a30329c09bf9b210b47dffd4a5778d2a4a9b917b1010cc51,2013,Adware|Trojan,leadbolt
ffe613f616b9805a92187a3f4db40c086b67a35a9a3588e04dee5b6a83abee6e,2013,Adware|Trojan,airpush
38dc0f9790bb8ff86b502f43a5168a4dcca8a171795b6b12e9151cc6977fcdd5,2013,Adware,dowgin
293f1089e90d78c1fff4a148ff8483cf0d0351adf6142f555db89d2fad6db57f,2013,Adware,plankton
27435eb94299cd63e3d5bed563dd897738a730feb61427683e831066a8027219,2013,Adware,adwo
15fd4d974d83ce6779744df300198bda256b92a0684a732fc371a8c3aab0e69e,2013,Adware|Trojan,youmi
fec6a2fa8a0a1aea4a930a5a631959461c0d49bed53c9b79e41d610d5f9e4889,2013,Adware,gappusin
2a453be1bc3eb34a975bcee45c3b18955f70ed4e1351e8e2381ae548bb5ff2a2,2013,Adware,adwo
2643b49abf10be618a58d7773760cfa1368709007ca6bdc15ec833072cb53c25,2013,Adware|Riskware/PUP|Trojan,kuguo
f28063f0ec8d40e459fc77bbc730ac85269a7366ca7a44d59122e35f530847f4,2013,Adware|Trojan,leadbolt
ef440dd9d4ac9ca3c32b24ae301ff26f7f0e0eadbb9c1c9c96bf214658a818e8,2013,Adware,leadbolt
fa68bb72904fd3af3327f46452b6f81a1908891af5d03664c319efb1efe1cc34,2013,Adware|Trojan,kuguo
0597cdb919e7fae9a1d3b565b5fdadafd648ddb5f6964c9f3489641e3062f6e9,2013,Adware|Trojan,airpush
ee2f9b6b99bef2ae71414c8af7158dd6cbb88e0c7b1ba4ad00231459daec8289,2013,Adware|Trojan,airpush
14800dd68376607e45dc6b5015b8173d0392b0672f1c3a4b9ccd7ab6d5314315,2013,Adware,airpush
482254d66dfe9cfb3a691bee11a31446f7096cc2e2fc9ecc46fbf7bf8806046a,2013,Adware|Trojan,kuguo
2151e920f55840e3a820ac269494e8bcc559fa657e4ca4e0a0c770443311f9cc,2013,Adware,kuguo
00b32b5ad30b976fb93844fae526144153a6209abd086dce8629f8c360f853fc,2013,Adware|Trojan,kuguo
425add079f5f5693c13fb2bac7f6f4b79069c68ae1f4421b9a804a61ea0f6c4e,2013,Adware,dowgin
3aa1914f8c83db5d8278ce1adc79f5a2e7d8e2b24095bd75ab717f792e1c9076,2013,Adware|Trojan,gappusin
f3d9e163fa55bc17bb9f60ee655c334527931fe02b41acb1542b33b0890df231,2013,Backdoor/RAT|Trojan,ginmaster
35ab16f345f7280bb4ff462c987df697e203c2df78b7e23a8f7b69a897cafea7,2013,Adware|Trojan,plankton
02fbe6c517d05c720386bcf489c2ac99e8b2ec092a13127e99cdbddc6e63bf01,2013,Adware,airpush
2b6ee274fa1147f278db773f791e19f630234b7bfa9caf4996a0c4a24837cdce,2013,Adware|Trojan,kuguo
fbf5681c7aeeee9107453757fb7453d4221634908a6f2bafd665c55784f25d9d,2013,Adware,dowgin
47b535f50a5c3df5647a7d3937ea9a8ef378f47fee7e4e34cba8e51d4fb487f4,2013,Adware|Trojan,kuguo
e525931946eee0313c858addd7788934c2c9c10570d2e8fc13e6c6c7f83140fa,2013,Adware|Trojan,kuguo
e64e147a113b2a31989b3a3b50be4f4297d0a5d8c8057b73052bf323bae5bde0,2013,Adware|Trojan,airpush
14f611521478d6223de3623673e06c2c512117b87b0107d113ae34c9cfccfccb,2013,Adware|Trojan,gappusin
fda6b7d62345df5d9acfb0433253ad44c92377a88925fd8511f3d09d1f0ebb9d,2013,Adware|Trojan,plankton
1662b89a860e5540866cd2f726d80c57bad5a50c165088e8567f2238b5e9ae47,2013,Adware,airpush
f665d5f199eb95755e541a38f0fca97af9c735a3b6e2143e7403e079e6691b07,2013,Trojan,smsreg
f86a2e281c0d99d4781b17614fbae448bbd1a46019e5de154ad727d14ecaa3be,2013,Adware|Trojan,airpush
2f510006d964f2959c9aa00ce3b6a9d10926d213ec43402c6e75a6c6176ddd5a,2013,Adware,dowgin
2314ebb8be9ea6da9f4a745b93a29bc964c1cc4d94122391f6015773f20df048,2013,Adware,airpush
